hits,misses,false_alarms,correct_negatives,pod,far,csi,frequency_bias,observed_event_rate,forecast_event_rate,model,obs,lead_day,threshold_mm_day,season
6529,881,8298,11428,0.88110661268556,0.5596546840223916,0.4156480774127833,2.000944669365722,0.2730689858490566,0.5463959316037735,graphcast,CHIRPS,7,1,JF
1828,2428,3816,19064,0.42951127819548873,0.6761162296243799,0.22646184340931616,1.3261278195488722,0.15683962264150944,0.20798938679245282,graphcast,CHIRPS,7,5,JF
235,2069,1341,23491,0.10199652777777778,0.8508883248730964,0.0644718792866941,0.6840277777777778,0.08490566037735849,0.05807783018867924,graphcast,CHIRPS,7,10,JF
4,675,115,26342,0.005891016200294551,0.9663865546218487,0.005037783375314861,0.17525773195876287,0.025022110849056603,0.004385318396226415,graphcast,CHIRPS,7,20,JF
6517,893,3760,15966,0.8794871794871795,0.3658655249586455,0.5834377797672337,1.3869095816464239,0.2730689858490566,0.3787219929245283,neuralgcm,CHIRPS,7,1,JF
3018,1238,2737,20143,0.7091165413533834,0.47558644656820154,0.4315744315744316,1.3522086466165413,0.15683962264150944,0.21207989386792453,neuralgcm,CHIRPS,7,5,JF
963,1341,1376,23456,0.41796875,0.5882855921333904,0.26168478260869565,1.0151909722222223,0.08490566037735849,0.08619545990566038,neuralgcm,CHIRPS,7,10,JF
59,620,96,26361,0.08689248895434462,0.6193548387096774,0.07612903225806451,0.22827687776141384,0.025022110849056603,0.0057119693396226415,neuralgcm,CHIRPS,7,20,JF
7901,1504,1346,19457,0.8400850611376928,0.1455607223964529,0.7349083806157567,0.9832004253056885,0.3113413665254237,0.3061109639830508,fourcastnet,ERA5,1,1,JF
2904,2728,663,23913,0.515625,0.18587047939444912,0.46131850675138997,0.6333451704545454,0.1864406779661017,0.1180813029661017,fourcastnet,ERA5,1,5,JF
937,2277,344,26650,0.29153702551337896,0.2685402029664325,0.2633501967397414,0.3985687616677038,0.10639565677966102,0.042405985169491525,fourcastnet,ERA5,1,10,JF
117,721,65,29305,0.13961813842482101,0.35714285714285715,0.12956810631229235,0.2171837708830549,0.027740995762711863,0.006024894067796611,fourcastnet,ERA5,1,20,JF
8163,1242,976,19827,0.8679425837320575,0.10679505416347522,0.7863404296310568,0.9717171717171718,0.3113413665254237,0.3025357521186441,gencast,ERA5,1,1,JF
4349,1283,979,23597,0.7721946022727273,0.18374624624624625,0.6578429889577976,0.9460227272727273,0.1864406779661017,0.1763771186440678,gencast,ERA5,1,5,JF
2034,1180,853,26141,0.6328562538892346,0.2954624177346727,0.5001229407425621,0.8982576228998134,0.10639565677966102,0.0955707097457627,gencast,ERA5,1,10,JF
