hits,misses,false_alarms,correct_negatives,pod,far,csi,frequency_bias,observed_event_rate,forecast_event_rate,model,obs,lead_day,threshold_mm_day,season
453,2566,1279,41782,0.15004968532626697,0.7384526558891455,0.10539785946952071,0.5736999006293475,0.06551649305555556,0.037586805555555554,graphcast,ERA5,5,10,OND
9,571,66,45434,0.015517241379310345,0.88,0.01393188854489164,0.12931034482758622,0.012586805555555556,0.0016276041666666667,graphcast,ERA5,5,20,OND
12549,2718,7927,22886,0.8219689526429554,0.387136159406134,0.5410450978701389,1.3411934237243728,0.33131510416666665,0.4443576388888889,neuralgcm,ERA5,5,1,OND
3800,3055,3490,35735,0.5543398978847557,0.4787379972565158,0.36732721121314643,1.0634573304157549,0.14876302083333334,0.158203125,neuralgcm,ERA5,5,5,OND
675,2344,789,42272,0.22358396820139118,0.5389344262295082,0.17725840336134455,0.484928784365684,0.06551649305555556,0.03177083333333333,neuralgcm,ERA5,5,10,OND
11,569,21,45479,0.01896551724137931,0.65625,0.018302828618968387,0.05517241379310345,0.012586805555555556,0.0006944444444444445,neuralgcm,ERA5,5,20,OND
11058,4446,4087,27513,0.7132352941176471,0.2698580389567514,0.5644428564136593,0.9768446852425181,0.32914402173913043,0.3215225883152174,fourcastnet,ERA5,7,1,OND
2972,4007,1613,38512,0.42584897549792233,0.35179934569247545,0.34590316573556795,0.6569709127382146,0.14816151494565216,0.09733780570652174,fourcastnet,ERA5,7,5,OND
553,2532,495,43524,0.17925445705024312,0.4723282442748092,0.15446927374301675,0.33970826580226904,0.06549337635869565,0.022248641304347828,fourcastnet,ERA5,7,10,OND
5,586,49,46464,0.008460236886632826,0.9074074074074074,0.0078125,0.09137055837563451,0.012546705163043478,0.0011463994565217392,fourcastnet,ERA5,7,20,OND
13506,1998,6365,25235,0.8711300309597523,0.32031603844798956,0.6175865380218575,1.2816692466460269,0.32914402173913043,0.42185377038043476,gencast,ERA5,7,1,OND
4434,2545,3059,37066,0.6353345751540336,0.4082476978513279,0.44172145845786015,1.073649519988537,0.14816151494565216,0.15907353940217392,gencast,ERA5,7,5,OND
1145,1940,1205,42814,0.3711507293354943,0.5127659574468085,0.2668997668997669,0.7617504051863857,0.06549337635869565,0.04988960597826087,gencast,ERA5,7,10,OND
42,549,107,46406,0.07106598984771574,0.7181208053691275,0.06017191977077364,0.2521150592216582,0.012546705163043478,0.0031632133152173915,gencast,ERA5,7,20,OND
12260,3244,13745,17855,0.7907636738906089,0.5285522014997116,0.41915962938903895,1.6773090815273477,0.32914402173913043,0.5520762567934783,graphcast,ERA5,7,1,OND
2916,4063,5615,34510,0.41782490328127236,0.6581877857226586,0.2315388280133397,1.2223814300042986,0.14816151494565216,0.18110988451086957,graphcast,ERA5,7,5,OND
467,2618,1663,42356,0.15137763371150728,0.7807511737089202,0.09835720303285594,0.6904376012965965,0.06549337635869565,0.04521908967391304,graphcast,ERA5,7,10,OND
9,582,111,46402,0.015228426395939087,0.925,0.01282051282051282,0.20304568527918782,0.012546705163043478,0.002547554347826087,graphcast,ERA5,7,20,OND
13263,2241,8935,22665,0.8554566563467493,0.40251373997657447,0.5426981464053358,1.4317595459236325,0.32914402173913043,0.4712550951086957,neuralgcm,ERA5,7,1,OND
4289,2690,4259,35866,0.6145579595930649,0.49824520355638746,0.3816515394198256,1.2248173090700674,0.14816151494565216,0.18147078804347827,neuralgcm,ERA5,7,5,OND
