model,obs,lead_day,threshold_mm_day,season,forecast_probability,observed_frequency,count,abs_calibration_gap,weighted_abs_gap,ece
gencast,CHIRPS,7,20,annual,1.0,0.16,25,0.84,0.00013403799019607842,0.019497421364379083
gencast,ERA5,1,1,annual,0.0,0.03391110607605453,79443,0.03391110607605453,0.017539062499999997,0.05909114583333333
gencast,ERA5,1,1,annual,0.1,0.20082430903507353,12374,0.10082430903507353,0.008122395833333332,0.05909114583333333
gencast,ERA5,1,1,annual,0.2,0.3528462441314554,6816,0.15284624413145537,0.006782552083333331,0.05909114583333333
gencast,ERA5,1,1,annual,0.3,0.4575076219512195,5248,0.15750762195121953,0.005381510416666667,0.05909114583333333
gencast,ERA5,1,1,annual,0.4,0.5652845169827967,4534,0.16528451698279667,0.00487890625,0.05909114583333333
gencast,ERA5,1,1,annual,0.5,0.651270207852194,3897,0.15127020785219403,0.003837890625000001,0.05909114583333333
gencast,ERA5,1,1,annual,0.6,0.7284569138276553,3992,0.12845691382765534,0.0033385416666666676,0.05909114583333333
gencast,ERA5,1,1,annual,0.7,0.7707870713052061,4053,0.07078707130520612,0.0018678385416666691,0.05909114583333333
gencast,ERA5,1,1,annual,0.8,0.8232615894039735,4832,0.023261589403973493,0.0007317708333333328,0.05909114583333333
gencast,ERA5,1,1,annual,0.9,0.8804697554697555,6216,0.019530244530244545,0.0007903645833333339,0.05909114583333333
gencast,ERA5,1,1,annual,1.0,0.9597206578058122,22195,0.04027934219418783,0.005820312499999992,0.05909114583333333
gencast,ERA5,1,5,annual,0.0,0.020932182226820306,112124,0.020932182226820306,0.015279947916666667,0.039922526041666656
gencast,ERA5,1,5,annual,0.1,0.2025801952580195,8604,0.10258019525801951,0.005746093749999999,0.039922526041666656
gencast,ERA5,1,5,annual,0.2,0.33133971291866027,5016,0.13133971291866026,0.004289062499999999,0.039922526041666656
gencast,ERA5,1,5,annual,0.3,0.39867109634551495,3913,0.09867109634551496,0.0025136718750000003,0.039922526041666656
gencast,ERA5,1,5,annual,0.4,0.48250514554542784,3401,0.08250514554542782,0.0018268229166666665,0.039922526041666656
gencast,ERA5,1,5,annual,0.5,0.5483434753211629,2958,0.0483434753211629,0.0009309895833333323,0.039922526041666656
gencast,ERA5,1,5,annual,0.6,0.6183290393816709,2717,0.018329039381670964,0.00032421875000000007,0.039922526041666656
gencast,ERA5,1,5,annual,0.7,0.6608832807570978,2536,0.039116719242902165,0.0006458333333333326,0.039922526041666656
gencast,ERA5,1,5,annual,0.8,0.717834631071561,2697,0.08216536892843906,0.0014427083333333345,0.039922526041666656
gencast,ERA5,1,5,annual,0.9,0.7830551989730423,3116,0.1169448010269577,0.0023723958333333344,0.039922526041666656
gencast,ERA5,1,5,annual,1.0,0.8927585148818656,6518,0.10724148511813436,0.004550781249999998,0.039922526041666656
gencast,ERA5,1,10,annual,0.0,0.014163419252860071,127794,0.014163419252860071,0.011783854166666666,0.02557356770833333
gencast,ERA5,1,10,annual,0.1,0.16693922049604798,7338,0.06693922049604797,0.003197916666666667,0.02557356770833333
gencast,ERA5,1,10,annual,0.2,0.24051612903225805,3875,0.04051612903225804,0.001022135416666666,0.02557356770833333
gencast,ERA5,1,10,annual,0.3,0.2994871794871795,2925,0.0005128205128204777,9.765624999999331e-06,0.02557356770833333
gencast,ERA5,1,10,annual,0.4,0.3649061545176779,2291,0.03509384548232214,0.0005234375000000001,0.02557356770833333
gencast,ERA5,1,10,annual,0.5,0.42934196332254587,1854,0.07065803667745413,0.000852864583333333,0.02557356770833333
gencast,ERA5,1,10,annual,0.6,0.5134408602150538,1488,0.08655913978494623,0.0008385416666666666,0.02557356770833333
gencast,ERA5,1,10,annual,0.7,0.5491861288039632,1413,0.15081387119603673,0.001387369791666666,0.02557356770833333
gencast,ERA5,1,10,annual,0.8,0.62578125,1280,0.1742187500000001,0.0014518229166666675,0.02557356770833333
gencast,ERA5,1,10,annual,0.9,0.69340746624305,1259,0.20659253375694997,0.001693359375,0.02557356770833333
