hits,misses,false_alarms,correct_negatives,pod,far,csi,frequency_bias,observed_event_rate,forecast_event_rate,model,obs,lead_day,threshold_mm_day,season
5299,3384,4017,34404,0.6102729471380859,0.43119364534134824,0.417244094488189,1.07290107105839,0.18433678668478262,0.19777513586956522,neuralgcm,ERA5,1,5,MAM
1656,2646,2253,40549,0.38493723849372385,0.5763622409823485,0.25263157894736843,0.9086471408647141,0.09132982336956522,0.08298658288043478,neuralgcm,ERA5,1,10,MAM
223,986,580,45315,0.18444995864350702,0.7222914072229141,0.12465064281721633,0.664185277088503,0.025666610054347828,0.017047384510869564,neuralgcm,ERA5,1,20,MAM
14109,3818,4142,25035,0.7870251575835332,0.2269464686866473,0.6393130635733382,1.0180732972611146,0.38058338994565216,0.3874617866847826,fourcastnet,ERA5,3,1,MAM
3835,4848,1685,36736,0.4416676263964068,0.3052536231884058,0.3698881172839506,0.6357249798456754,0.18433678668478262,0.1171875,fourcastnet,ERA5,3,5,MAM
1136,3166,682,42120,0.2640632264063226,0.37513751375137516,0.22792937399678972,0.4225941422594142,0.09132982336956522,0.038595448369565216,fourcastnet,ERA5,3,10,MAM
102,1107,119,45776,0.08436724565756824,0.5384615384615384,0.07680722891566265,0.1827956989247312,0.025666610054347828,0.004691745923913043,fourcastnet,ERA5,3,20,MAM
15620,2307,4926,24251,0.8713114296870642,0.23975469677796166,0.6834988841727563,1.146092486194009,0.38058338994565216,0.43618376358695654,gencast,ERA5,3,1,MAM
5865,2818,3103,35318,0.6754577910860302,0.34600802854594115,0.4976243000169693,1.0328227571115973,0.18433678668478262,0.19038722826086957,gencast,ERA5,3,5,MAM
1895,2407,1344,41458,0.4404927940492794,0.41494288360605125,0.33563584838823945,0.7529056252905625,0.09132982336956522,0.06876273777173914,gencast,ERA5,3,10,MAM
298,911,283,45612,0.24648469809760132,0.48709122203098104,0.19973190348525469,0.48056244830438377,0.025666610054347828,0.012334408967391304,gencast,ERA5,3,20,MAM
15267,2660,9660,19517,0.8516204607575166,0.3875315922493682,0.5534128393808678,1.3904724716907457,0.38058338994565216,0.529190726902174,graphcast,ERA5,3,1,MAM
3770,4913,3420,35001,0.4341817344235863,0.4756606397774687,0.31149301825993553,0.8280548197627549,0.18433678668478262,0.15264096467391305,graphcast,ERA5,3,5,MAM
877,3425,1377,41425,0.20385867038586705,0.6109139307897072,0.15442859658390562,0.5239423523942353,0.09132982336956522,0.0478515625,graphcast,ERA5,3,10,MAM
71,1138,176,45719,0.058726220016542596,0.7125506072874493,0.051263537906137184,0.20430107526881722,0.025666610054347828,0.005243716032608696,graphcast,ERA5,3,20,MAM
